year;artists;explicit;name;popularity;tempo;artists_song
2002;Jennifer Lopez;0;Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix;66;100.002;Jennifer Lopez - Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix
2002;Norah Jones;0;Come Away With Me;72;80.367;Norah Jones - Come Away With Me
2002;Sean Paul;0;Get Busy;74;100.202;Sean Paul - Get Busy
2002;Counting Crows;0;Big Yellow Taxi;62;88.041;Counting Crows - Big Yellow Taxi
2002;Audioslave;0;Cochise;68;80.473;Audioslave - Cochise
2002;Cardenales De Nuevo León;0;Belleza De Cantina;72;96.432;Cardenales De Nuevo León - Belleza De Cantina
2002;Nelly;1;Air Force Ones;61;164.062;Nelly - Air Force Ones
2002;The Flaming Lips;0;Do You Realize??;64;129.964;The Flaming Lips - Do You Realize??
2002;Los Temerarios;0;Ven Porque Te Necesito;66;78.554;Los Temerarios - Ven Porque Te Necesito
2002;Audioslave;0;I Am the Highway;67;174.875;Audioslave - I Am the Highway
2002;The Goo Goo Dolls;0;Sympathy;64;129.556;The Goo Goo Dolls - Sympathy
2002;Eminem;1;White America;67;76.673;Eminem - White America
2002;Pepper;0;Stone Love;61;7.874.600.000.000.000;Pepper - Stone Love
2002;Plan B;1;Guatauba;68;183.985;Plan B - Guatauba
2002;Juanes;0;Es Por Tí;72;12.994.299.999.999.900;Juanes - Es Por Tí
2002;Kenny Chesney;0;No Shoes, No Shirt, No Problems;59;117.925;Kenny Chesney - No Shoes, No Shirt, No Problems
2002;Avril Lavigne;0;I'm with You;70;151.95;Avril Lavigne - I'm with You
2002;Busta Rhymes;1;I Know What You Want (feat. Flipmode Squad);68;8.599.600.000.000.000;Busta Rhymes - I Know What You Want (feat. Flipmode Squad)
2002;Foo Fighters;0;Times Like These;68;14.458.100.000.000.000;Foo Fighters - Times Like These
2002;Red Hot Chili Peppers;0;The Zephyr Song;69;117.391;Red Hot Chili Peppers - The Zephyr Song
2002;Queens of the Stone Age;0;Go With The Flow;59;159.37;Queens of the Stone Age - Go With The Flow
2002;Christina Aguilera;0;Dirrty (feat. Redman);69;99.931;Christina Aguilera - Dirrty (feat. Redman)
2002;Ashanti;1;Happy;63;89.488;Ashanti - Happy
2002;Elvis Presley;0;(You're The) Devil in Disguise;66;122.909;Elvis Presley - (You're The) Devil in Disguise
2002;The Flaming Lips;0;Yoshimi Battles the Pink Robots, Pt. 1;62;156.108;The Flaming Lips - Yoshimi Battles the Pink Robots, Pt. 1
2002;Aventura;0;Enseñame a Olvidar;66;124.971;Aventura - Enseñame a Olvidar
2002;Bowling For Soup;0;Girl All the Bad Guys Want;63;130.969;Bowling For Soup - Girl All the Bad Guys Want
2002;Maroon 5;1;Harder To Breathe;65;149.941;Maroon 5 - Harder To Breathe
2002;Cardenales De Nuevo León;0;Mi Cómplice;66;98.923;Cardenales De Nuevo León - Mi Cómplice
2002;Johnny Cash;0;The Man Comes Around;64;97.067;Johnny Cash - The Man Comes Around
2002;Sean Paul;0;I'm Still in Love with You (feat. Sasha);69;8.700.200.000.000.000;Sean Paul - I'm Still in Love with You (feat. Sasha)
2002;Mario;0;Just a Friend 2002 - Radio Edit;62;132.346;Mario - Just a Friend 2002 - Radio Edit
2002;Interpol;0;Obstacle 1;64;120.499;Interpol - Obstacle 1
2002;Good Charlotte;0;Girls & Boys;62;135.342;Good Charlotte - Girls & Boys
2002;Sum 41;1;The Hell Song;57;173.429;Sum 41 - The Hell Song
2002;Jason Mraz;0;The Remedy (I Won't Worry);61;94.519;Jason Mraz - The Remedy (I Won't Worry)
2002;JAY-Z;1;03' Bonnie & Clyde;65;89.64;JAY-Z - 03' Bonnie & Clyde
2002;Coldplay;0;In My Place;71;144.636;Coldplay - In My Place
2002;Joe Nichols;0;Brokenheartsville;57;103.953;Joe Nichols - Brokenheartsville
2002;Alan Jackson;0;Drive (For Daddy Gene);59;125.179;Alan Jackson - Drive (For Daddy Gene)
2002;Taking Back Sunday;0;You're So Last Summer;58;77.273;Taking Back Sunday - You're So Last Summer
2002;Ashanti;1;Unfoolish;61;90.193;Ashanti - Unfoolish
2002;The Mountain Goats;0;No Children;58;84.944;The Mountain Goats - No Children
2002;Juanes;0;A Dios Le Pido;68;97.027;Juanes - A Dios Le Pido
2002;El Coyote Y Su Banda Tierra Santa;0;Arboles De La Barranca;61;98.063;El Coyote Y Su Banda Tierra Santa - Arboles De La Barranca
2002;2Pac;1;Thugz Mansion - 7 Remix;63;8.790.799.999.999.990;2Pac - Thugz Mansion - 7 Remix
2002;System Of A Down;1;I-E-A-I-A-I-O;65;133.204;System Of A Down - I-E-A-I-A-I-O
2002;Korn;1;Here to Stay;60;100.002;Korn - Here to Stay
2002;Justin Timberlake;0;Señorita;66;97.963;Justin Timberlake - Señorita
2002;Eminem;1;Hailie's Song;63;80.98;Eminem - Hailie's Song
2002;Kenny Chesney;0;The Good Stuff;56;143.78;Kenny Chesney - The Good Stuff
2002;Conjunto Primavera;0;Una Vez Más;55;116.269;Conjunto Primavera - Una Vez Más
2002;Maná;0;Mariposa Traicionera - 2020 Remasterizado;65;100.989;Maná - Mariposa Traicionera - 2020 Remasterizado
2002;Norah Jones;0;Turn Me On;68;84.948;Norah Jones - Turn Me On
2002;Eminem;1;Soldier;63;94.516;Eminem - Soldier
2002;Bob Marley & The Wailers;0;Is This Love;67;122.229;Bob Marley & The Wailers - Is This Love
2002;Ricardo Arjona;0;El Problema;70;99.907;Ricardo Arjona - El Problema
2002;Diddy;0;I Need A Girl PT II - Album Version (Edited);54;100.037;Diddy - I Need A Girl PT II - Album Version (Edited)
2002;Jaheim;1;Put That Woman First;56;78.935;Jaheim - Put That Woman First
2002;Eminem;1;Business;64;96.442;Eminem - Business
2002;Flogging Molly;0;Drunken Lullabies;62;155.991;Flogging Molly - Drunken Lullabies
2002;Bob Marley & The Wailers;0;Three Little Birds;65;7.410.300.000.000.000;Bob Marley & The Wailers - Three Little Birds
2002;The Chicks;0;Travelin' Soldier;60;145.859;The Chicks - Travelin' Soldier
2002;Matchbox Twenty;0;Unwell;59;80.718;Matchbox Twenty - Unwell
2002;Avant;0;Makin' Good Love;54;142.254;Avant - Makin' Good Love
2002;Snoop Dogg;1;Beautiful;62;101.007;Snoop Dogg - Beautiful
2002;Dave Matthews Band;0;Where Are You Going;54;97.492;Dave Matthews Band - Where Are You Going
2002;Coldplay;0;Green Eyes;63;129.543;Coldplay - Green Eyes
2002;Bob Marley & The Wailers;0;No Woman, No Cry - Live At The Lyceum, London/1975;65;78.132;Bob Marley & The Wailers - No Woman, No Cry - Live At The Lyceum, London/1975
2002;Santana;0;The Game of Love (feat. Michelle Branch) - Main / Radio Mix;61;119.818;Santana - The Game of Love (feat. Michelle Branch) - Main / Radio Mix
2002;Nirvana;0;You Know You're Right;62;168.049;Nirvana - You Know You're Right
2002;Bob Marley & The Wailers;0;Could You Be Loved;65;103.33;Bob Marley & The Wailers - Could You Be Loved
2002;Los Caminantes;0;Maria Elena;57;104.769;Los Caminantes - Maria Elena
2002;Bob Marley & The Wailers;0;Stir It Up;64;150.191;Bob Marley & The Wailers - Stir It Up
2002;Eminem;1;My Dad's Gone Crazy;60;176.146;Eminem - My Dad's Gone Crazy
2002;Joan Sebastian;0;Sentimental;66;108.479;Joan Sebastian - Sentimental
2002;Alan Jackson;0;Let It Be Christmas;56;97.627;Alan Jackson - Let It Be Christmas
2002;Juanes;0;Fotografía;67;8.409.200.000.000.000;Juanes - Fotografía
2002;Brandy;0;Full Moon;53;105.994;Brandy - Full Moon
2002;Martin ODonnell;0;Halo;59;99.948;Martin ODonnell - Halo
2002;Johnny Cash;0;Ring of Fire;59;104.563;Johnny Cash - Ring of Fire
2003;Linkin Park;0;Numb;82;110.018;Linkin Park - Numb
2003;OutKast;0;Hey Ya! - Radio Mix;79;7.952.600.000.000.000;OutKast - Hey Ya! - Radio Mix
2003;Alicia Keys;0;If I Ain't Got You;79;118.393;Alicia Keys - If I Ain't Got You
2003;Evanescence;0;Bring Me To Life;80;94.612;Evanescence - Bring Me To Life
2003;Britney Spears;0;Toxic;80;143.04;Britney Spears - Toxic
2003;Yellowcard;0;Ocean Avenue;73;173.734;Yellowcard - Ocean Avenue
2003;blink-182;0;I Miss You;70;110.0;blink-182 - I Miss You
2003;The White Stripes;0;Seven Nation Army;80;123.881;The White Stripes - Seven Nation Army
2003;50 Cent;1;In Da Club;71;90.059;50 Cent - In Da Club
2003;Black Eyed Peas;0;Where Is The Love?;73;94.09;Black Eyed Peas - Where Is The Love?
2003;Beyoncé;0;Crazy In Love (feat. Jay-Z);76;99.165;Beyoncé - Crazy In Love (feat. Jay-Z)
2003;Baby Bash;0;Suga Suga;73;82.331;Baby Bash - Suga Suga
2003;Godsmack;0;I Stand Alone;68;167.169;Godsmack - I Stand Alone
2003;Three Days Grace;0;I Hate Everything About You;72;8.934.200.000.000.000;Three Days Grace - I Hate Everything About You
2003;50 Cent;1;21 Questions;69;90.012;50 Cent - 21 Questions
2003;50 Cent;1;Many Men (Wish Death);68;108.52;50 Cent - Many Men (Wish Death)
2003;OutKast;1;Roses;72;108.97;OutKast - Roses
2003;Shinedown;0;45;67;152.132;Shinedown - 45
2003;Dierks Bentley;0;What Was I Thinkin';67;164.857;Dierks Bentley - What Was I Thinkin'
2003;The Strokes;0;Reptilia;74;15.799.200.000.000.000;The Strokes - Reptilia
2003;R. Kelly;0;Ignition - Remix;70;133.024;R. Kelly - Ignition - Remix
2003;50 Cent;1;P.I.M.P.;66;78.693;50 Cent - P.I.M.P.
2003;Brooks & Dunn;0;Red Dirt Road;65;136.12;Brooks & Dunn - Red Dirt Road
2003;Don Omar;0;Dile;75;94.001;Don Omar - Dile
2003;Evanescence;0;My Immortal;74;79.012;Evanescence - My Immortal
2003;Fabolous;1;Into You (feat. Tamia);69;182.12;Fabolous - Into You (feat. Tamia)
2003;John Mayer;0;Daughters;68;124.895;John Mayer - Daughters
2003;Nickelback;0;Someday;70;163.118;Nickelback - Someday
2003;Staind;0;So Far Away;66;138.697;Staind - So Far Away
2003;OutKast;1;The Way You Move (feat. Sleepy Brown);65;125.999;OutKast - The Way You Move (feat. Sleepy Brown)
2003;Yeah Yeah Yeahs;0;Maps;67;119.783;Yeah Yeah Yeahs - Maps
2003;Los Bukis;0;Tu Cárcel;70;100.027;Los Bukis - Tu Cárcel
2003;Linkin Park;0;Faint;70;135.095;Linkin Park - Faint
2003;Beyoncé;0;Me, Myself and I;65;83.61;Beyoncé - Me, Myself and I
2003;Shinedown;0;Simple Man - Acoustic;65;121.074;Shinedown - Simple Man - Acoustic
2003;Tego Calderon;1;Pa' Que Retozen;73;91.995;Tego Calderon - Pa' Que Retozen
2003;Michael Bublé;0;Sway;71;125.959;Michael Bublé - Sway
2003;DMX;1;Where The Hood At;69;186.151;DMX - Where The Hood At
2003;Eagles;0;Hotel California - 2013 Remaster;62;147.125;Eagles - Hotel California - 2013 Remaster
2003;Evanescence;0;Going Under;70;175.077;Evanescence - Going Under
2003;Toby Keith;0;I Love This Bar;63;115.049;Toby Keith - I Love This Bar
2003;Gavin DeGraw;0;I Don't Want to Be;64;154.746;Gavin DeGraw - I Don't Want to Be
2003;Ashanti;0;Rock Wit U (Awww Baby);65;94.998;Ashanti - Rock Wit U (Awww Baby)
2003;Red Hot Chili Peppers;0;Soul to Squeeze;67;88.171;Red Hot Chili Peppers - Soul to Squeeze
2003;Brad Paisley;0;Whiskey Lullaby (feat. Alison Krauss);64;74.165;Brad Paisley - Whiskey Lullaby (feat. Alison Krauss)
2003;blink-182;1;Feeling This;66;173.143;blink-182 - Feeling This
2003;50 Cent;1;Patiently Waiting;62;78.985;50 Cent - Patiently Waiting
2003;Casting Crowns;0;Who Am I;66;13.402.700.000.000.000;Casting Crowns - Who Am I
2003;JAY-Z;1;99 Problems;61;89.554;JAY-Z - 99 Problems
2003;Ying Yang Twins;1;Salt Shaker;61;101.965;Ying Yang Twins - Salt Shaker
2003;Craig Morgan;0;Almost Home;60;7.597.399.999.999.990;Craig Morgan - Almost Home
2003;Linkin Park;0;Somewhere I Belong;63;162.065;Linkin Park - Somewhere I Belong
2003;Slightly Stoopid;0;Collie Man;61;17.008.700.000.000.000;Slightly Stoopid - Collie Man
2003;Dashboard Confessional;0;Hands Down;62;94.035;Dashboard Confessional - Hands Down
2003;Shinedown;0;Simple Man - Rock Version;60;120.853;Shinedown - Simple Man - Rock Version
2003;Linkin Park;0;Breaking the Habit;66;100.021;Linkin Park - Breaking the Habit
2003;Yellowcard;0;Only One;64;81.291;Yellowcard - Only One
2003;Josh Turner;0;Long Black Train;60;84.905;Josh Turner - Long Black Train
2003;Limp Bizkit;0;Behind Blue Eyes;72;120.315;Limp Bizkit - Behind Blue Eyes
2003;Fabolous;1;Can't Let You Go (feat. Mike Shorey & Lil' Mo);63;192.082;Fabolous - Can't Let You Go (feat. Mike Shorey & Lil' Mo)
2003;JAY-Z;1;Dirt Off Your Shoulder;60;16.396.900.000.000.000;JAY-Z - Dirt Off Your Shoulder
2003;Eagles;0;Witchy Woman - 2013 Remaster;59;98.507;Eagles - Witchy Woman - 2013 Remaster
2003;Aventura;0;I'm Sorry;64;127.139;Aventura - I'm Sorry
2003;Linkin Park;0;Lying from You;59;160.102;Linkin Park - Lying from You
2003;Marco Antonio Solís;0;Más Que Tu Amigo;69;97.461;Marco Antonio Solís - Más Que Tu Amigo
2003;Klaus Badelt;0;He's a Pirate;63;70.507;Klaus Badelt - He's a Pirate
2003;The Postal Service;0;Such Great Heights - Remastered;62;174.98;The Postal Service - Such Great Heights - Remastered
2003;Switchfoot;0;Meant to Live;60;15.155.100.000.000.000;Switchfoot - Meant to Live
2003;Frankie Valli & The Four Seasons;0;December, 1963 (Oh What a Night!);65;104.413;Frankie Valli & The Four Seasons - December, 1963 (Oh What a Night!)
2003;Fall Out Boy;0;Grand Theft Autumn / Where Is Your Boy;61;135.45;Fall Out Boy - Grand Theft Autumn / Where Is Your Boy
2003;Valentín Elizalde;0;Vete Ya;71;8.801.799.999.999.990;Valentín Elizalde - Vete Ya
2003;G-Unit;1;Poppin' Them Thangs;69;8.801.700.000.000.000;G-Unit - Poppin' Them Thangs
2003;Toby Keith;0;American Soldier;59;82.006;Toby Keith - American Soldier
2003;Josh Groban;0;You Raise Me Up;59;118.086;Josh Groban - You Raise Me Up
2003;A Perfect Circle;0;The Outsider;63;113.329;A Perfect Circle - The Outsider
2003;Grupo Laberinto;0;El Indio Enamorado;62;95.547;Grupo Laberinto - El Indio Enamorado
2003;Brand New;0;The Quiet Things That No One Ever Knows;59;8.028.399.999.999.990;Brand New - The Quiet Things That No One Ever Knows
2003;Thomas Newman;0;Nemo Egg (Main Title);62;79.083;Thomas Newman - Nemo Egg (Main Title)
2003;Avenged Sevenfold;0;Unholy Confessions;63;92.535;Avenged Sevenfold - Unholy Confessions
2003;Black Eyed Peas;0;Let's Get It Started - Spike Mix;60;105.0;Black Eyed Peas - Let's Get It Started - Spike Mix
2003;Black Label Society;0;Stillborn;62;107.028;Black Label Society - Stillborn
2003;Beyoncé;0;Baby Boy (feat. Sean Paul);66;91.025;Beyoncé - Baby Boy (feat. Sean Paul)
"2003;Stephen Schwartz;0;""Defying Gravity - From """"Wicked"""" Original Broadway Cast Recording/2003"";57;87.613;""Stephen Schwartz - Defying Gravity - From """"Wicked"""" Original Broadway Cast Recording/2003""";;;;;;
2003;No Doubt;0;It's My Life;58;126.316;No Doubt - It's My Life
2003;50 Cent;1;If I Can't;58;93.975;50 Cent - If I Can't
2003;Kelly Clarkson;0;Miss Independent;57;17.597.299.999.999.900;Kelly Clarkson - Miss Independent
2003;Coheed and Cambria;0;A Favor House Atlantic;58;166.475;Coheed and Cambria - A Favor House Atlantic
2003;G-Unit;1;Wanna Get To Know You;62;76.91;G-Unit - Wanna Get To Know You
2003;Brad Paisley;0;Mud on the Tires;58;185.199;Brad Paisley - Mud on the Tires
2003;AFI;0;Girl's Not Grey;59;121.836;AFI - Girl's Not Grey
2003;Alicia Keys;0;You Don't Know My Name;62;167.271;Alicia Keys - You Don't Know My Name
2003;Grupo Bryndis;0;Quizás Si, Quizás No;61;167.718;Grupo Bryndis - Quizás Si, Quizás No
2003;Gary Allan;0;Nothing On But The Radio;56;109.444;Gary Allan - Nothing On But The Radio
2003;Nickelback;0;Figured You Out;60;93.925;Nickelback - Figured You Out
2003;Beyoncé;0;Naughty Girl;62;200.053;Beyoncé - Naughty Girl
2003;Three Days Grace;0;Just Like You;58;177.9;Three Days Grace - Just Like You
2003;Jesús Adrián Romero;0;Sumérgeme;67;90.307;Jesús Adrián Romero - Sumérgeme
2003;Slightly Stoopid;0;Officer;56;95.021;Slightly Stoopid - Officer
2003;Train;0;Calling All Angels;59;166.166;Train - Calling All Angels
2003;Casting Crowns;0;Voice of Truth;58;81.973;Casting Crowns - Voice of Truth
2003;Shinedown;0;Fly from the Inside;57;96.101;Shinedown - Fly from the Inside
2003;Fabolous;0;Into You (feat. Ashanti);59;91.906;Fabolous - Into You (feat. Ashanti)
2003;Gillian Welch;0;Look At Miss Ohio;56;122.591;Gillian Welch - Look At Miss Ohio
2003;Brand New;0;Sic Transit Gloria ... Glory Fades;57;92.774;Brand New - Sic Transit Gloria ... Glory Fades
2003;My Morning Jacket;0;Golden;57;109.748;My Morning Jacket - Golden
2003;Linkin Park;0;Don't Stay;56;9.005.799.999.999.990;Linkin Park - Don't Stay
2003;Marilyn Manson;1;This Is The New S**t;57;178.113;Marilyn Manson - This Is The New S**t
2003;Conjunto Primavera;0;Ave Cautiva;62;80.041;Conjunto Primavera - Ave Cautiva
2003;Don Omar;0;Dale Don Dale;68;95.023;Don Omar - Dale Don Dale
2003;Kelly Clarkson;0;A Moment Like This;59;145.184;Kelly Clarkson - A Moment Like This
2003;Anthony Hamilton;0;Charlene;58;123.869;Anthony Hamilton - Charlene
2003;Yiruma;0;Kiss The Rain;64;132.694;Yiruma - Kiss The Rain
2003;blink-182;0;Always;55;158.322;blink-182 - Always
2003;Evanescence;0;Everybody's Fool;64;95.111;Evanescence - Everybody's Fool
2003;A Perfect Circle;0;Weak And Powerless;59;159.747;A Perfect Circle - Weak And Powerless
2003;Beyoncé;0;Dangerously In Love;58;99.982;Beyoncé - Dangerously In Love
2003;Death Cab for Cutie;0;Transatlanticism;59;127.372;Death Cab for Cutie - Transatlanticism
2003;Eminem;1;Go To Sleep;63;179.815;Eminem - Go To Sleep
2003;Ludacris;1;Act A Fool;65;110.64;Ludacris - Act A Fool
2003;Static-X;0;The Only;64;104.84;Static-X - The Only
2003;No Doubt;0;Just A Girl;56;108.003;No Doubt - Just A Girl
2003;Explosions In The Sky;0;Your Hand In Mine;55;115.13;Explosions In The Sky - Your Hand In Mine
2003;Yellowcard;0;Breathing;60;179.581;Yellowcard - Breathing
2003;Avant;0;Read Your Mind;55;73.108;Avant - Read Your Mind
2004;The Killers;0;Mr. Brightside;76;148.017;The Killers - Mr. Brightside
2004;Usher;0;Yeah! (feat. Lil Jon & Ludacris);82;105.018;Usher - Yeah! (feat. Lil Jon & Ludacris)
2004;Usher;0;My Boo;80;86.412;Usher - My Boo
2004;Green Day;1;American Idiot;79;186.113;Green Day - American Idiot
2004;Bowling For Soup;0;1985;72;119.974;Bowling For Soup - 1985
2004;Kelly Clarkson;0;Since U Been Gone;72;131.0;Kelly Clarkson - Since U Been Gone
2004;Ciara;0;One, Two Step (feat. Missy Elliott);74;113.046;Ciara - One, Two Step (feat. Missy Elliott)
2004;Mario;0;Let Me Love You;75;94.514;Mario - Let Me Love You
2004;My Chemical Romance;1;I'm Not Okay (I Promise);74;179.722;My Chemical Romance - I'm Not Okay (I Promise)
2004;Rascal Flatts;0;Bless The Broken Road;71;135.893;Rascal Flatts - Bless The Broken Road
2004;Jesse McCartney;0;Beautiful Soul;73;89.975;Jesse McCartney - Beautiful Soul
2004;Slipknot;0;Duality;77;14.377.200.000.000.000;Slipknot - Duality
2004;Kanye West;1;All Falls Down;72;91.03;Kanye West - All Falls Down
2004;My Chemical Romance;0;Helena;74;125.921;My Chemical Romance - Helena
2004;Gwen Stefani;1;Hollaback Girl;68;110.007;Gwen Stefani - Hollaback Girl
2004;Modest Mouse;0;Float On;70;100.975;Modest Mouse - Float On
2004;Green Day;0;Wake Me up When September Ends;77;104.98;Green Day - Wake Me up When September Ends
2004;Eminem;1;Mockingbird;76;84.039;Eminem - Mockingbird
2004;Slipknot;0;Before I Forget;75;134.724;Slipknot - Before I Forget
2004;Kelly Clarkson;0;Because of You;71;140.039;Kelly Clarkson - Because of You
2004;Crossfade;0;Cold;68;147.974;Crossfade - Cold
2004;Big & Rich;0;Save a Horse (Ride a Cowboy);68;102.065;Big & Rich - Save a Horse (Ride a Cowboy)
2004;Tim McGraw;0;Live Like You Were Dying;67;159.929;Tim McGraw - Live Like You Were Dying
2004;Snoop Dogg;1;Drop It Like It's Hot;67;91.979;Snoop Dogg - Drop It Like It's Hot
2004;Daddy Yankee;0;Gasolina;77;96.009;Daddy Yankee - Gasolina
2004;The Killers;0;Somebody Told Me;67;138.039;The Killers - Somebody Told Me
2004;JAY-Z;1;Numb / Encore;76;107.045;JAY-Z - Numb / Encore
2004;Seether;0;Broken;69;123.762;Seether - Broken
2004;Papa Roach;0;Scars;66;8.992.200.000.000.000;Papa Roach - Scars
2004;Kanye West;1;Through The Wire;69;83.089;Kanye West - Through The Wire
2004;Green Day;1;Holiday / Boulevard of Broken Dreams;71;16.708.599.999.999.900;Green Day - Holiday / Boulevard of Broken Dreams
2004;Kanye West;1;Jesus Walks;69;8.731.200.000.000.000;Kanye West - Jesus Walks
2004;Trick Daddy;1;Let's Go (feat. Big D & Twista);66;133.929;Trick Daddy - Let's Go (feat. Big D & Twista)
2004;Ray LaMontagne;0;Jolene;66;119.656;Ray LaMontagne - Jolene
2004;Kenny Chesney;0;When the Sun Goes Down;64;104.945;Kenny Chesney - When the Sun Goes Down
2004;Ray LaMontagne;0;Hold You in My Arms;66;170.134;Ray LaMontagne - Hold You in My Arms
2004;Usher;0;Burn;69;119.928;Usher - Burn
2004;Twista;1;Overnight Celebrity;65;13.419.899.999.999.900;Twista - Overnight Celebrity
2004;Ciara;0;Goodies (feat. Petey Pablo);67;102.017;Ciara - Goodies (feat. Petey Pablo)
2004;Twista;1;Slow Jamz;65;145.115;Twista - Slow Jamz
2004;Montgomery Gentry;0;Something to Be Proud Of;63;97.555;Montgomery Gentry - Something to Be Proud Of
2004;D12;1;My Band;69;120.014;D12 - My Band
2004;Usher;0;Confessions Part II;68;138.007;Usher - Confessions Part II
2004;The Killers;0;All These Things That I've Done;64;118.241;The Killers - All These Things That I've Done
2004;Daddy Yankee;0;Lo Que Pasó, Pasó;73;97.019;Daddy Yankee - Lo Que Pasó, Pasó
